news_id,source_id,source_post_id,published_at_local,published_at_gmt,modified_at_gmt,title,excerpt,url,author_id,category_ids,category_names,tag_ids,tag_names,content_class,source_quality,matched_tickers,matched_aliases,matched_themes,matched_subthemes,matched_keywords,matched_exclusions,company_score,theme_score,taxonomy_score,exclusion_score,relevance_score,rule_filter_status,filter_status,filter_reason,emerging_candidate,manual_override,filter_rule_version,first_seen_at,last_seen_at
semiengineering_24277316,semiengineering,24277316,2026-06-05,2026-06-05,2026-06-05,Packaging Technologies Redefine AI And HPC Scalability Limits At ECTC 2026,"Advancements in EMIB-T, co-packaged optics, and glass substrates.",https://semiengineering.com/packaging-technologies-redefine-ai-and-hpc-scalability-limits-at-ectc-2026/,1836,145|1503|68490,"Blogs - MD|Foundry Focus|Manufacturing, Packaging and Materials",12844|2316|335|40380|40381|57638|63234|6529|65854|7387|894,AI|CPO|EMIB|HPC|Intel Foundry|TGVs|advanced packaging|co-packaged optics|glass substrates|packaging|through-glass vias,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Optical,CPO|advanced packaging|co packaged optics|packaging,,0,6,6,0,12,keep,keep,high_combined_relevance,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277211,semiengineering,24277211,2026-06-03,2026-06-03,2026-06-03,1 Megawatt Racks In Data Centers,A look inside the next-generation AI server rack.,https://semiengineering.com/1-megawatt-racks-in-data-centers/,43,1129|144,Low Power-High Performance|Videos,105|10930|122|2566|58206|62678|63719|68942|7|9015|9133,1 megawatt data centers|3.5D|3D ICs|AI inferencing|AI training|Synopsys|accelerators|data centers|optical interconnects|standards|supply chains,video,C,,,AI Infrastructure|Emerging Research,AI Hardware|Optical|Power,AI server|data centers|megawatt racks|optical interconnects,,0,10,2,0,12,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277149,semiengineering,24277149,2026-06-02,2026-06-02,2026-06-02,The Evolution Of UCIe,How the standard matured from simple connectivity to secure data movement across multiple chiplets and packaging approaches.,https://semiengineering.com/the-evolution-of-ucie/,43,1129|143,System-Level Design|Videos,1015|10202|50607|50657|64560|65004|6802|7942|8,Cadence|PHY|UCIe|Universal Chiplet Interconnect Express|advanced packages|chiplets|multi-die assemblies|physical layer|semiconductor security,video,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Networking,UCIe|chiplet|chiplets|data movement|interconnect|packaging,,0,16,6,0,22,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276980,semiengineering,24276980,2026-05-28,2026-05-28,2026-05-28,Using SystemC TLM Modeling To Solve AI Data Movement Challenges,Understanding whether the interconnect can support the workload before the design reaches RTL.,https://semiengineering.com/using-systemc-tlm-modeling-to-solve-ai-data-movement-challenges/,1525,143|1483|1489,Blogs - SLD|NoC NoC|System-Level Design,170|18|228|2316|236|28523|415|96|97,AI|Arteris|NoC|SystemC|TLM|data movement|interconnects|network on chip|transaction-level modeling,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Networking,data movement|interconnect,,0,10,2,0,12,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276986,semiengineering,24276986,2026-05-28,2026-05-28,2026-05-27,A Scalable Answer To Advanced-Node Characterization,The growing pain no library team can ignore.,https://semiengineering.com/a-scalable-answer-to-advanced-node-characterization/,1828,143|1483|1486,Blogs - SLD|Intelligent System Design|System-Level Design,5951|6135|68867|68868|68869|8,Cadence|PVT|libraries|process voltage temperature|standard cell characterization|standard-cell libraries,vendor_blog,C,,,AI Infrastructure,Foundry,advanced node,,0,8,0,0,8,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276993,semiengineering,24276993,2026-05-28,2026-05-28,2026-05-28,Wafer-Scale vs. Chiplets: The New War? Part 1,The chip that broke all the rules.,https://semiengineering.com/wafer-scale-vs-chiplets-the-new-war-part-1/,345,143|1483|66037,Blogs - SLD|System-Level Design|The Next Thread,10202|2316|28523|335|62492|68870|820|96|97,AI|Baya Systems|NoC|chiplets|data movement|interconnect|network on chip|packaging|wafer-scale chips,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Networking,chiplets|data movement|interconnect|packaging,,0,6,4,0,10,keep,keep,high_combined_relevance,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276999,semiengineering,24276999,2026-05-28,2026-05-28,2026-05-28,The Shape Of Prompts: Exploring Their Effect On Inference Infrastructure,"Aligning GPU, memory, storage, and network resources in a balanced and efficient configuration.",https://semiengineering.com/the-shape-of-prompts-exploring-their-effect-on-inference-infrastructure/,1829,143|1483|50477,Blogs - SLD|First By Design|System-Level Design,12735|2316|5284|58238|64663|68871,AI|AI prompts|Keysight|LLMs|inference|retrieval-augmented generation,vendor_blog,C,,,AI Infrastructure,GPU,inference infrastructure,,0,10,0,0,10,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24277016,semiengineering,24277016,2026-05-28,2026-05-28,2026-05-28,A Bench-To-In-Field Telemetry Platform For Data Center Power Management,Enabling SoCs to run at their true power and performance limits across the full system lifecycle.,https://semiengineering.com/a-bench-to-in-field-telemetry-platform-for-data-center-power-management/,1139,143|1483|51238,Blogs - SLD|Clock Talk|System-Level Design,122|12423|12996|992,Movellus|data centers|power management|telemetry,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Power,data center|data center power|data centers|power management,,0,18,2,0,20,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276902,semiengineering,24276902,2026-05-27,2026-05-27,2026-05-26,"Deterministic, Solver-Accurate Thermal and Warpage Analysis at Manufacturing Resolution for Advanced 2.5D HBM Packages","Combining manufacturing-resolution geometry with deterministic, solver-accurate computation changes the economics of thermal analysis for advanced 2.5D packages.",https://semiengineering.com/deterministic-solver-accurate-thermal-and-warpage-analysis-at-manufacturing-resolution-for-advanced-2-5d-hbm-packages/,1827,143|4,System-Level Design|Whitepapers,1017|15|1651|6529|67132|68843|68844|68845|68846,2.5D package|Vinci|advanced packaging|physics AI|physics computation|simulation|thermal analysis|thermal management|warpage analysis,whitepaper,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Memory,HBM|advanced packaging|packaging|thermal|thermal management,,0,10,2,0,12,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276921,semiengineering,24276921,2026-05-27,2026-05-27,2026-06-15,Curvilinear Masks Push The Limits Of Inspection And Metrology,"As high-NA EUV approaches, mask makers need new metrics, model-based checks, and curvilinear-native data flows to keep turn times and defect escapes under control.",https://semiengineering.com/curvilinear-masks-push-the-limits-of-inspection-and-metrology/,1303,145|2|5,"Manufacturing, Packaging and Materials|Round Tables|Top Stories",14787|15702|20|45194|485|49|5690|5721|5725|60661|6099|68858|68859|7|7240|733|8415|845|8720|894,D2S|EUV|GPU-Accelerated Computing|HJL Lithography|HPC|ILT|Micron|OPC|Synopsys|actinic inspection|curvilinear masks|e-beam inspection|edge placement error|high-NA EUV|inverse lithography technology|mask inspection|mask metrology|mask rule checks|multi-beam mask writers|photomasks,editorial,B,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,EUV|high NA EUV|inspection|metrology|packaging,,0,8,4,0,12,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276927,semiengineering,24276927,2026-05-27,2026-05-27,2026-05-27,Overcoming Bottlenecks In Data Movement,Where the choke points are in AI systems and what to do about them.,https://semiengineering.com/overcoming-bottlenecks-in-data-movement/,43,1129|143,System-Level Design|Videos,2316|28523|414|62492|68860|96|97,AI|Baya Systems|NoC|cache coherency|data movement|network across chip|network on chip,video,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Networking,bottlenecks|data movement,,0,10,2,0,12,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276914,semiengineering,24276914,2026-05-26,2026-05-26,2026-05-26,"Characterization of GPU-based Inference for Reasoning-Centric LLMs (Micron, Argonne)","Researchers from Micron Technology and Argonne National Laboratory have released “Understanding Inference Scaling for LLMs: Bottlenecks, Trade-offs, and Performance Principles”. Abstract “The transition from standard generative AI to reasoning-centric architectures, exemplified by models capable of extensive Chain-of-Thought (CoT) processing, marks a fundamental paradigm shift in system requirements. Unlike traditional workloads dominated by compute-bound prefill, reasoning… » read more",https://semiengineering.com/characterization-of-gpu-based-inference-for-reasoning-centric-llms-micron-argonne/,363,47208|47211|47215|9508,AI/ML/DL|Memory|Power & Performance|Technical Papers,1305|5624|65042|6541|68850|68851|68852|68853|68854|68855|68856|68857,Argonne National Laboratory|Chain-of-Thought processing|GPU clusters|KV cache|LLM inference scaling|Micron Technology|data parallelism|inference infrastructure|memory bandwidth|pipeline parallelism|reasoning-centric architectures|tensor parallelism,technical_paper,B,MU,MU:Micron Technology,AI Infrastructure|Emerging Research,Bottleneck|GPU,bandwidth|bottlenecks|inference infrastructure,,6,0,2,0,8,keep,keep,direct_company_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276872,semiengineering,24276872,2026-05-25,2026-05-25,2026-05-25,Improving GPU Energy Efficiency With Component-Level Power Management (AMD),"Researchers from AMD released “CompPow: A Case for Component-level GPU Power Management”. Abstract “The ever increasing demand for ML-driven intelligence in a wide spectrum of domains has led to ubiquity of GPUs. At the same time, GPUs are notorious for their power consumption needs and often dominate power allocation in a typical ML datacenter. While… » read more",https://semiengineering.com/improving-gpu-energy-efficiency-with-component-level-power-management-amd/,363,47208|47212|47215|9508,AI/ML/DL|Architectures|Power & Performance|Technical Papers,13711|306|37|47877|48572|6870|68811|68812|68813|68814|68815|68816|68817|992,AMD|CompPow|GPU energy efficiency|GPU performance|GPU power management|GPUs|Hardware Architecture|ML datacenters|component-level power management|distributed computing|fine-grain power analysis|machine learning|power management|software/hardware co-design,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Power,component level power management|energy efficiency|power management,,0,30,6,0,36,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276874,semiengineering,24276874,2026-05-25,2026-05-25,2026-06-02,Side-Channel Risks Across 2.5D/3D Integration and Chiplet-Based Systems (Grenoble INP – UGA et al.),"Researchers from Grenoble INP – UGA, CNRS, TIMA have released “Spying Across Chiplets: Side-Channel Attacks in 2.5/3D Integrated Systems”. Abstract “Advanced packaging and chiplet-based integration are increasingly adopted to build complex heterogeneous systems beyond the limits of monolithic scaling. While these architectures offer major benefits in terms of modularity, yield, and performance, they also introduce… » read more",https://semiengineering.com/side-channel-risks-across-advanced-chiplet-packages-uga-cnrs/,363,47210|47213|47218|9508,Communication/Data Movement|Packaging|Security|Technical Papers,10202|11419|158|1741|4570|50092|5968|63722|6529|66146|68818|68819|68820,2.5D integration|3D integration|Grenoble INP|RFID|Université Grenoble Alpes|advanced packaging|chiplet security|chiplets|contactless coupling|hardware security|heterogeneous integration|physical attack surfaces|side channel attacks,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Networking,advanced packaging|chiplet|chiplets|data movement|heterogeneous integration|packaging|yield,,0,17,10,0,27,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276717,semiengineering,24276717,2026-05-22,2026-05-22,2026-05-24,Chip Industry Week In Review,"Taiwan, Europe packaging buildout; 2nm ramps; quantum big $; 2 new university hubs; agent honeypots; Samsung strike averted; extreme environment chip design; quantum-dot qubit device fabricated w/high-NA EUV; EU flagship power electronics project; CNTs.",https://semiengineering.com/chip-industry-week-in-review-139/,7,3|51384|51385,Business|Business News|News,11327|11377|12247|1250|131|1365|13724|14546|15685|1723|18|1942|19893|21|22|23163|2412|252|306|307|30874|33123|377|397|42|44678|46403|46525|469|47313|48261|4834|4865|48967|50330|50738|51820|51861|52652|5284|55718|55719|56|57530|5761|59208|59278|61107|61230|624|63155|65319|6563|66700|67716|6785|68324|68795|68798|68801|68802|68803|68804|68805|68806|68807|68808|68809|7|714|72|7999|8|9845,AMD|Advantest|Alibaba Cloud|AllianceATE|Amkor Technology|Analog Devices|Anderon|Anthropic|Apple|Applied Materials|Arteris|Atom Computing|Axion|Blackstone|Broadcom|CHIPS Act|Cadence|Carl Zeiss|Children’s Museum at Saratoga|Class 5 Photonics|Credo|D-Wave Quantum|Diraq|EMA Design Automation|Empower Semiconductor|Fermilab|FlowCAD|Global Electronics Association|Global Electronics Policy Council|GlobalFoundries|Google|Hark|IBM|Infleqtion|Jabil|Keysight|Lam Research|Li Auto|Light Conversion|Meta|Microsoft|Mixel|Moov|Mythic|Nord Quantique|Nvidia|Open Compute Project|PTI|Plexus|PsiQuantum|Quanta Computer|Quantinuum|Rebellions|Rigetti Computing|Samsung|Semsysco|Siemens|Silvaco|Stellantis|Synopsys|T-Head|TSMC|TTM Technologies|TetraMem|U.S. Department of Commerce|UCLA|University of Pisa|University of Waterloo|Videantis|Zadient Materials|computing news|imec|quantum computing news|semiconductor news,roundup,B,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,EUV|high NA EUV|packaging,,0,8,0,0,8,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276697,semiengineering,24276697,2026-05-21,2026-05-21,2026-05-20,Low-Temp Solders Are Suddenly Critical For Chiplets And Photonics,"Warpage, heat, and brittleness can cause huge reliability problems for expensive designs.",https://semiengineering.com/low-temp-solders-are-suddenly-critical-for-chiplets-and-photonics/,1017,145|2,"Manufacturing, Packaging and Materials|Top Stories",1920|22|264|34710|4867|4905|56558|58|66968|68|68775|68776|68777|68788|692|8754,CTE|IBM|Intel|JCET|Jiashan Fudan Institute|RoHS|STATS ChipPAC|Samsung Electronics|Shinko Electric|electromigration|iNEMI|indium|photonics|solder|solders|thermomigration,editorial,A,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,chiplets|low-temp solders|packaging|reliability,,0,14,0,0,14,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276768,semiengineering,24276768,2026-05-21,2026-05-21,2026-05-22,"With Chiplets, What Role Does Economics Play?",Costs can rise with chiplets. Will that change? Will it matter?,https://semiengineering.com/with-chiplets-what-role-does-economics-play/,791,145|2,"Manufacturing, Packaging and Materials|Top Stories",10202|44632|505|57638|7,Intel Foundry|Microtronic|Synopsys|UMC|chiplets,editorial,A,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,chiplets|packaging,,0,9,2,0,11,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276783,semiengineering,24276783,2026-05-21,2026-05-21,2026-05-20,Advancing Heterogeneous Integration Through Industry Roadmap Improvements,"More detailed roadmaps are needed to guide how the industry stacks, connects, powers, and cools tomorrow’s chips.",https://semiengineering.com/advancing-heterogeneous-integration-through-industry-roadmap-improvements/,1825,145|1503|68490,"Blogs - MD|Foundry Focus|Manufacturing, Packaging and Materials",11419|16422|2566|43216|57638|6529,3D ICs|Intel Foundry|advanced packaging|heterogeneous integration|hybrid bonding|roadmaps,vendor_blog,C,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment,advanced packaging|heterogeneous integration|hybrid bonding|packaging,,0,10,6,0,16,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276807,semiengineering,24276807,2026-05-21,2026-05-21,2026-05-27,Mask Technology Faces A New Set Of Challenges,"Inspection limits, curvilinear adoption, data volumes, and high-NA EUV are converging to stress the mask ecosystem",https://semiengineering.com/mask-technology-faces-a-new-set-of-challenges/,1303,145|2|5,"Manufacturing, Packaging and Materials|Round Tables|Top Stories",14787|15702|20|3016|45194|485|49|5690|5721|5725|6099|7|7240|733|845|8720|894,D2S|EUV|HJL Lithography|HPC|ILT|Micron|OPC|Synopsys|actinic inspection|curvilinear masks|e-beam inspection|eBeam Initiative|edge placement error|high-NA EUV|inverse lithography technology|multi-beam mask writers|photomasks,editorial,B,,,AI Infrastructure|Emerging Research,Bottleneck|Equipment,EUV|high NA EUV|inspection|packaging,,0,8,4,0,12,keep,keep,strong_theme_match,False,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276827,semiengineering,24276827,2026-05-21,2026-05-21,2026-05-21,"Large-scale, SRAM-based LLM Inference Deployment (Groq)","A new technical paper, “SHIP: SRAM-Based Huge Inference Pipelines for Fast LLM Serving,” was published by researchers at Nvidia, with work done while at Groq. Abstract “The proliferation of large language models (LLMs) demands inference systems with both low latency and high efficiency at scale. GPU-based serving relies on HBM for model weights and KV… » read more",https://semiengineering.com/large-scale-sram-based-llm-inference-deployment-groq/,363,47208|47211|47215|9508,AI/ML/DL|Memory|Power & Performance|Technical Papers,11640|170|28|33064|397|5624|58238|61037|67433|68793|68794,Groq|LLM serving|LLMs|LPU|Nvidia|SRAM|inferencing|interconnects|language processing unit|memory bandwidth|memory capacity,technical_paper,B,NVDA,NVDA:NVIDIA,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Memory,HBM|bandwidth|capacity|latency,,6,5,0,0,11,keep,keep,direct_company_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276745,semiengineering,24276745,2026-05-20,2026-05-20,2026-05-19,Blog Review: May 20,Importing functions in PSS; rethinking server architecture; HBM challenges; heterogeneous integration roadmaps; sparse linear algebra.,https://semiengineering.com/blog-review-may-20-3/,98,143|3|51384|65956,Blog Reviews|Business|News|System-Level Design,40|445|45448|5284|57638|7|8|8450,ARM|Cadence|ESD Alliance|Intel Foundry|Keysight|SEMI|Siemens EDA|Synopsys,roundup,B,,,AI Infrastructure|Emerging Research|Software,AI Hardware|Bottleneck|Developer Tools|Equipment|Memory,EDA|HBM|heterogeneous integration,,0,10,2,0,12,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276751,semiengineering,24276751,2026-05-20,2026-05-20,2026-05-22,Options Grow For Standardizing Data Movement And Sharing Resources,"But figuring out which ones to use, and when to use them, isn’t always clear.",https://semiengineering.com/options-grow-for-standardizing-data-movement-and-sharing-resources/,43,143|2,System-Level Design|Top Stories,1325|15685|16724|50607|68|68783|7|81,CXL|Credo|Ethernet|Intel|PCIe|Samsung SSI|Synopsys|UCIe,editorial,A,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Networking,CXL|UCIe|data movement,,0,10,4,0,14,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276648,semiengineering,24276648,2026-05-18,2026-05-18,2026-05-18,Confusion Grows With More Interconnect Options And Tradeoffs,"Each standard serves a specific use case, so chip architects are choosing more than one for a single design.",https://semiengineering.com/confusion-grows-with-more-interconnect-options-and-tradeoffs/,1357,143|2,System-Level Design|Top Stories,10202|10279|12900|1325|16724|170|18|40987|50607|5284|62492|63631|64641|67132|7|8|81,Arteris|Axiomise|Baya Systems|BoW|CXL|Cadence|ChipAgents|Ethernet|Keysight|NVlink|PCIe|Synopsys|UALink|UCIe|Vinci|chiplets|interconnects,editorial,A,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Networking,CXL|NVLink|UALink|UCIe|chiplets|interconnect|interconnect options,,0,8,10,0,18,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-25
semiengineering_24276319,semiengineering,24276319,2026-05-15,2026-05-15,2026-05-15,"Micro-Transfer Printing (MTP) As A Promising Scalable Approach to Heterogeneous Integration for Silicon Photonics (Ghent U., imec et al)","A new technical paper, “Micro-Transfer Printing on Silicon Photonics: Tutorial, Recent Progress and Outlook,” was published by researchers at Ghent University, imec et al. Abstract “This paper highlights micro-transfer printing (MTP) as a promising scalable approach to heterogeneous integration for silicon photonics. MTP uniquely achieves high integration density, high throughput, and high material efficiency through… » read more",https://semiengineering.com/micro-transfer-printing-mtp-as-a-promising-scalable-approach-to-heterogeneous-integration-for-silicon-photonics-ghent-u-imec-et-al/,363,48423|9508,Optoelectronics / Photonics|Technical Papers,11419|2612|41928|52380|5380|55862|5839|61414|68693|68694|68751|7253|7716|9282,CERN|Ghent University|III-V lasers|MTP|Micro-Transfer Printing|Paderborn University|Tyndall National Institute|University of Padova|Wuhan University|Yangzhou University|electro-optic modulator|heterogeneous integration|silicon photonic|thin-film electronics,technical_paper,B,,,AI Infrastructure|Emerging Research,AI Hardware|Bottleneck|Equipment|Optical,heterogeneous integration|silicon photonics,,0,30,2,0,32,keep,keep,strong_theme_match,True,False,news_filter_v1_1,2026-06-14,2026-06-16
